Task_ID,Task_Duration_Days,Labor_Required,Equipment_Units,Material_Cost_USD,Start_Constraint,Risk_Level,Resource_Constraint_Score,Site_Constraint_Score,Dependency_Count
T954,73,5,4,67959.75,3,Medium,0.86,0.44,1
T955,17,3,8,68283.69,7,Low,0.59,0.81,4
T956,9,7,9,94646.54,1,Medium,0.63,0.78,2
T957,75,14,3,30286.59,9,Medium,0.44,0.52,4
T958,15,7,7,1110.1,8,High,0.35,0.65,3
T959,24,5,9,27923.5,22,Low,0.27,0.81,2
T960,38,5,4,22571.25,14,Medium,0.77,0.5,1
T961,35,2,3,66521.62,12,Low,0.36,0.35,1
T962,49,6,5,63737.45,22,Low,0.75,0.7,3
T963,69,15,1,59752.68,16,Low,0.51,0.28,0
T964,62,10,3,2608.1,29,High,0.53,0.41,0
T965,60,7,8,73149.03,15,High,0.58,0.79,1
T966,50,5,8,33029.51,27,Medium,0.49,0.68,3
T967,78,1,4,66840.54,1,Medium,0.28,0.42,0
T968,75,13,2,56101.26,19,Low,0.45,0.27,4
T969,9,18,8,34930.36,19,Low,0.73,0.38,1
T970,34,13,8,14323.05,26,Low,0.73,0.33,4
T971,76,18,4,10347.47,13,Low,0.43,0.24,3
T972,35,5,3,83320.31,2,Medium,0.57,0.69,4
T973,1,13,2,91921.36,22,Medium,0.35,0.3,0
T974,40,4,9,65329.02,11,Low,0.37,0.46,0
T975,64,17,1,11239.98,7,Low,0.22,0.41,2
T976,22,3,7,40800.69,1,Low,0.92,0.89,1
T977,60,17,5,73164.98,3,Low,0.37,0.41,3
T978,64,11,8,78202.27,13,High,0.38,0.16,1
T979,72,4,4,12703.64,15,Medium,0.42,0.17,4
T980,11,2,7,1003.04,18,High,0.3,0.57,3
T981,14,16,5,71501.57,1,Low,0.71,0.58,3
T982,60,18,5,36303.02,11,Low,0.26,0.44,0
T983,30,8,9,26193.65,28,Low,0.31,0.45,4
T984,35,3,9,2276.85,13,High,0.72,0.14,0
T985,85,9,9,54489.64,5,Medium,0.47,0.51,0
T986,37,6,6,85263.92,12,Low,0.77,0.5,2
T987,5,10,6,95805.53,3,Medium,0.65,0.22,0
T988,83,10,5,57008.75,21,Low,0.4,0.18,1
T989,78,13,9,51931.67,17,Medium,0.72,0.2,3
T990,26,17,8,9420.58,11,High,0.29,0.18,0
T991,62,9,7,55338.41,19,Medium,0.63,0.59,1
T992,4,17,7,38617.93,26,Medium,0.55,0.26,4
T993,89,9,6,61106.39,21,Low,0.41,0.3,3
T994,42,9,5,39483.91,29,Low,0.68,0.24,4
T995,89,1,4,24789.61,20,Low,0.9,0.87,1
T996,18,2,3,10401.56,18,Low,1.0,0.78,4
T997,40,16,3,32176.93,7,Medium,0.69,0.28,4
T998,72,1,6,10567.84,6,Medium,0.52,0.36,4
T999,39,10,4,18512.8,15,Low,0.38,0.27,0
T1000,14,18,6,98746.28,18,High,0.41,0.49,0
T1001,32,8,3,44966.25,5,Low,0.58,0.12,0
T1002,51,11,4,53655.3,19,Low,0.49,0.64,3
T1003,38,2,9,87488.23,26,Low,0.93,0.52,1
T1004,23,8,5,99561.32,20,Low,0.49,0.82,0
T1005,63,8,7,58688.73,10,Low,0.5,0.23,4
T1006,15,17,2,81434.91,4,Low,0.51,0.74,4
T1007,25,15,5,33367.16,15,Low,0.87,0.73,4
T1008,17,17,9,31268.65,6,High,0.72,0.2,4
T1009,66,13,3,40867.67,26,Low,0.69,0.42,2
T1010,78,19,9,67578.22,4,Low,0.47,0.24,3
T1011,53,5,6,68536.98,10,Low,0.85,0.3,1
T1012,51,12,4,32208.7,14,Medium,0.23,0.31,1
T1013,39,1,7,14187.78,2,Low,0.9,0.54,0
T1014,51,5,8,63607.23,25,High,0.61,0.43,2
T1015,70,8,6,13704.26,4,Medium,0.52,0.86,1
T1016,6,13,5,58270.76,22,Medium,0.6,0.2,3
T1017,67,8,6,69648.79,20,Medium,0.73,0.88,4
T1018,7,11,5,70360.54,4,Low,0.21,0.28,0
T1019,51,1,8,75593.74,8,Low,0.9,0.72,3
T1020,72,13,1,87413.08,14,Low,0.56,0.37,1
T1021,42,19,7,50495.94,2,Medium,0.47,0.21,2
T1022,64,3,2,73294.67,28,Low,0.31,0.79,0
T1023,15,17,9,62298.1,5,Low,0.55,0.35,1
T1024,29,5,1,19477.35,16,High,0.6,0.63,0
T1025,33,8,6,3543.27,25,Low,0.52,0.55,1
T1026,27,14,9,29169.6,20,High,0.74,0.48,4
T1027,36,4,1,44860.34,7,Medium,0.54,0.5,2
T1028,29,11,4,62093.49,20,Low,0.97,0.69,4
T1029,38,15,4,85145.97,24,Low,0.68,0.17,1
T1030,57,19,9,20428.33,10,Low,0.85,0.63,3
T1031,27,7,5,13429.43,5,Medium,0.29,0.82,4
T1032,55,19,5,96384.51,7,Medium,0.52,0.15,3
T1033,33,19,6,11696.41,9,Medium,0.47,0.21,1
T1034,68,11,1,48370.62,23,High,0.66,0.67,2
T1035,86,5,1,58970.81,28,Medium,0.89,0.45,3
T1036,66,5,9,54596.07,2,Low,0.26,0.42,1
T1037,10,8,3,9517.18,22,Low,0.26,0.21,3
T1038,5,10,4,6645.66,13,High,0.88,0.51,4
T1039,74,6,1,11442.86,22,Low,0.37,0.2,1
T1040,38,15,9,58973.18,13,Low,0.74,0.48,4
T1041,13,16,8,54890.14,9,Medium,0.63,0.71,0
T1042,31,17,2,24140.34,11,Low,0.87,0.31,1
T1043,47,8,8,64139.64,5,High,0.3,0.48,3
T1044,88,8,7,82186.68,11,Medium,0.3,0.89,0
T1045,52,9,6,5116.32,22,Low,0.65,0.65,4
T1046,56,2,1,50314.86,13,High,0.96,0.77,4
T1047,15,15,7,69241.73,1,Low,0.53,0.43,3
T1048,29,18,7,25978.88,8,Low,0.46,0.71,0
T1049,8,3,9,31469.32,9,Low,0.69,0.13,2
T1050,5,17,1,61750.15,25,Low,0.94,0.2,3
T1051,29,4,2,89895.59,16,Low,0.87,0.26,4
T1052,47,4,9,81182.52,16,Low,1.0,0.42,1
T1053,68,14,9,58729.89,2,Low,0.22,0.78,0
T1054,76,9,6,73291.95,29,Low,0.29,0.38,2
T1055,45,9,6,37117.42,18,Medium,0.69,0.62,1
T1056,2,18,4,64455.59,0,High,0.86,0.67,0
T1057,27,10,4,47151.98,11,Low,0.43,0.57,3
T1058,36,4,5,19803.68,6,Low,0.39,0.39,3
T1059,36,12,3,70472.09,3,Low,0.83,0.56,0
T1060,26,8,1,56090.0,9,Low,0.25,0.37,2
T1061,43,2,1,36503.54,12,Medium,0.5,0.17,0
T1062,27,13,7,91222.58,1,Medium,0.6,0.89,1
T1063,69,16,1,3072.48,9,Low,0.65,0.2,1
T1064,20,2,1,32261.54,20,Low,0.78,0.16,3
T1065,11,11,3,6631.26,21,Low,0.48,0.8,0
T1066,74,10,4,76886.2,24,Medium,0.69,0.34,3
T1067,38,15,4,70508.64,3,Low,0.67,0.62,2
T1068,6,17,2,33803.87,17,High,0.64,0.36,1
T1069,72,8,1,67890.63,4,Medium,0.71,0.41,4
T1070,23,18,3,40197.79,18,Low,0.41,0.31,4
T1071,47,9,4,75869.13,1,Medium,0.27,0.37,0
T1072,46,8,3,45964.18,11,High,0.3,0.43,0
T1073,12,14,8,41815.69,16,Medium,0.38,0.68,4
T1074,13,18,1,93538.26,9,Low,0.6,0.51,0
T1075,62,12,2,25837.03,1,Low,0.87,0.85,1
T1076,82,19,7,12924.29,5,High,0.76,0.13,2
T1077,89,14,4,58869.77,7,Medium,0.83,0.5,2
T1078,60,17,8,96962.86,28,Medium,0.48,0.57,3
T1079,43,3,3,38406.08,18,High,0.52,0.84,1
T1080,76,7,6,7141.64,10,High,0.51,0.14,0
T1081,68,17,9,34591.22,24,High,0.35,0.56,0
T1082,5,12,1,51087.23,11,Low,0.25,0.78,3
T1083,37,9,1,17030.38,8,Medium,0.67,0.29,3
T1084,72,15,8,66152.12,1,Medium,0.99,0.8,0
T1085,31,18,3,99777.19,7,Medium,0.33,0.12,0
T1086,9,13,5,45722.21,25,Medium,0.24,0.69,1
T1087,51,8,1,36118.13,10,Low,0.82,0.85,3
T1088,29,14,5,40669.71,27,Medium,0.4,0.63,1
T1089,78,8,6,12399.47,20,Medium,0.86,0.45,0
T1090,40,14,8,88444.09,3,Low,0.76,0.14,4
T1091,41,7,3,42067.74,9,Low,0.96,0.84,4
T1092,86,12,3,39340.17,20,Low,0.53,0.48,0
T1093,11,11,9,66309.34,19,Low,0.73,0.12,3
T1094,23,11,4,44761.31,15,Low,0.57,0.65,4
T1095,1,13,4,65175.11,7,Low,0.7,0.49,3
T1096,46,18,7,7083.18,3,Medium,0.56,0.2,4
T1097,21,2,2,81558.61,28,Medium,0.35,0.27,3
T1098,36,15,8,94109.89,9,Medium,0.61,0.15,4
T1099,54,18,6,65227.77,11,High,0.62,0.56,3
T1100,87,15,3,95502.03,28,Low,0.85,0.6,1
T1101,57,19,9,15991.8,13,Low,0.79,0.5,3
T1102,1,12,5,48264.2,15,High,0.73,0.75,1
T1103,63,13,8,60578.87,21,Low,0.29,0.79,1
T1104,54,11,7,58591.93,17,High,0.78,0.59,0
T1105,55,5,8,40744.72,20,High,0.6,0.11,1
T1106,40,1,7,34470.36,21,Medium,0.92,0.66,2
T1107,15,3,3,13555.58,20,High,0.94,0.43,1
T1108,21,19,2,39782.5,11,Low,0.24,0.55,3
T1109,47,7,7,17103.42,17,Low,0.86,0.62,1
T1110,73,12,3,73702.2,29,Medium,0.23,0.38,3
T1111,53,15,3,21674.26,6,Low,0.49,0.83,3
T1112,9,5,2,6797.97,19,High,0.63,0.21,2
T1113,74,15,4,55684.25,23,Low,0.32,0.64,1
T1114,52,8,8,59927.74,22,Medium,0.8,0.1,1
T1115,57,10,1,87319.39,6,Medium,0.21,0.84,4
T1116,26,16,1,58121.18,8,Medium,0.33,0.19,4
T1117,41,8,5,35202.6,0,Low,0.66,0.18,0
T1118,35,1,5,80498.18,25,Low,0.77,0.37,3
T1119,63,12,1,54487.61,5,High,0.93,0.4,2
T1120,25,5,6,8848.75,5,Low,0.76,0.27,4
T1121,75,3,1,57019.21,21,High,0.74,0.57,1
T1122,38,1,5,90893.84,28,Medium,0.52,0.45,0
T1123,2,4,9,40234.95,11,Medium,0.2,0.13,2
T1124,7,8,5,30336.25,21,Medium,0.3,0.36,1
T1125,82,3,6,15203.48,11,Low,0.63,0.75,1
T1126,34,10,8,15993.11,9,Medium,0.74,0.65,3
T1127,17,2,1,43844.38,22,High,0.53,0.68,3
T1128,43,11,2,59972.3,29,Low,0.78,0.66,4
T1129,59,10,9,8980.93,25,High,0.62,0.35,4
T1130,51,14,3,94017.29,5,Low,0.26,0.18,1
T1131,54,7,6,75758.23,16,Low,0.35,0.32,1
T1132,24,2,5,59075.77,18,Low,0.87,0.77,4
T1133,25,9,2,83015.43,17,High,0.78,0.88,4
T1134,71,16,7,8938.49,5,Low,0.92,0.5,1
T1135,52,13,4,48207.05,23,High,0.29,0.11,2
T1136,70,9,1,63379.22,18,High,0.99,0.21,1
T1137,88,4,4,83036.64,9,Low,0.37,0.36,2
T1138,33,10,6,78563.49,23,Low,0.21,0.56,2
T1139,49,12,7,28429.86,7,Medium,1.0,0.16,1
T1140,29,17,7,94147.14,20,Low,0.42,0.85,0
T1141,63,14,7,13310.24,23,Medium,0.73,0.39,4
T1142,22,14,3,87638.23,5,Low,0.34,0.83,3
T1143,26,2,6,97123.08,20,Low,0.66,0.72,1
T1144,28,11,8,18538.2,24,Medium,0.92,0.7,2
T1145,85,16,4,72484.54,29,Low,0.46,0.59,1
T1146,49,19,8,4988.27,6,Low,0.74,0.6,4
T1147,71,6,2,41136.86,23,Low,0.35,0.61,2
T1148,81,19,9,52112.05,0,Low,0.7,0.6,3
T1149,84,5,9,58483.88,26,Medium,0.47,0.54,3
T1150,49,4,8,93657.79,17,High,0.37,0.89,3
T1151,20,15,1,67552.82,23,Low,0.45,0.69,0
T1152,86,4,2,48646.52,27,Medium,0.34,0.72,2
T1153,63,10,6,81157.83,24,Medium,0.92,0.8,2
T1154,61,3,5,95102.75,19,Low,0.52,0.27,0
T1155,49,5,9,3184.55,11,Low,0.4,0.17,2
T1156,71,6,5,98269.61,15,High,0.56,0.49,0
T1157,1,8,2,9527.08,9,Medium,0.46,0.51,1
T1158,13,7,4,81624.29,26,Medium,0.8,0.76,4
T1159,87,10,9,28753.14,9,Medium,0.98,0.46,3
T1160,51,6,1,14085.79,13,Low,0.55,0.56,0
T1161,56,14,1,44545.71,24,Medium,0.89,0.52,0
T1162,83,4,7,64751.7,19,Medium,0.65,0.13,0
T1163,62,13,3,38714.23,9,Medium,0.33,0.59,1
T1164,32,17,2,6401.98,9,Low,0.75,0.76,0
T1165,30,7,9,60346.65,25,Low,0.61,0.23,4
T1166,29,4,3,90337.92,24,Low,0.72,0.58,4
T1167,49,14,2,38938.32,10,High,0.91,0.57,3
T1168,45,3,8,22416.94,22,Low,0.55,0.23,1
T1169,30,5,6,44815.16,1,Low,0.92,0.2,4
T1170,16,16,6,5787.91,24,Low,0.8,0.88,2
T1171,40,4,7,82228.27,19,Low,0.59,0.41,2
T1172,19,2,7,82807.74,7,Medium,0.68,0.28,2
T1173,18,18,6,59212.05,29,Medium,0.46,0.24,0
T1174,1,19,4,35957.19,22,Medium,0.99,0.63,0
T1175,78,19,9,80178.55,28,Low,0.73,0.59,2
T1176,47,17,6,55914.02,6,Medium,0.24,0.61,3
T1177,66,14,4,82767.3,7,Low,0.46,0.17,3
T1178,38,19,3,63514.42,0,Low,0.7,0.81,0
T1179,51,13,4,78656.14,20,Low,0.25,0.41,2
T1180,63,12,3,60257.74,1,Low,0.22,0.35,3
T1181,4,6,2,41999.97,17,Low,0.56,0.47,0
T1182,1,4,5,95836.64,14,Medium,0.47,0.41,2
T1183,8,19,2,54570.27,0,Medium,0.55,0.79,1
T1184,29,16,6,60903.86,4,High,0.41,0.84,2
T1185,55,13,3,22828.28,1,Low,0.33,0.34,2
T1186,3,4,6,62939.43,19,Low,0.75,0.79,4
T1187,32,17,9,57589.16,2,Low,0.61,0.73,4
T1188,10,1,1,19299.0,18,High,0.36,0.84,1
T1189,74,18,6,6899.12,17,Medium,0.46,0.3,1
T1190,83,17,9,60831.57,28,Medium,0.67,0.56,2
T1191,34,15,4,76605.53,21,Low,0.26,0.32,3
T1192,87,11,2,52816.74,17,Medium,0.32,0.76,1
T1193,55,13,4,23450.49,13,Low,0.26,0.1,2
T1194,32,1,1,66985.68,29,Medium,0.85,0.55,0
T1195,50,17,3,8930.47,23,High,0.8,0.37,4
T1196,7,6,9,44741.54,7,High,0.8,0.36,3
T1197,8,4,5,17173.31,28,Medium,0.77,0.62,2
T1198,65,16,6,19261.45,29,Low,0.74,0.78,0
T1199,57,15,3,21027.1,11,High,0.58,0.59,4
T1200,67,15,5,39284.0,20,Medium,0.71,0.78,0
T1201,88,6,8,6063.87,9,Low,0.23,0.31,2
T1202,87,15,6,40381.55,22,Low,0.7,0.52,1
T1203,59,14,4,51659.04,19,Low,0.82,0.46,4
T1204,72,11,2,48846.13,16,Low,0.6,0.11,0
T1205,54,7,9,38895.63,10,Low,0.49,0.55,1
T1206,67,9,1,84075.51,1,Medium,0.42,0.63,3
T1207,51,16,1,15387.34,25,Low,0.71,0.57,2
T1208,8,5,4,51063.98,25,Low,0.75,0.69,2
T1209,34,10,7,7142.1,3,Medium,0.9,0.56,4
T1210,35,18,1,8044.41,0,High,0.47,0.15,0
T1211,88,3,9,57812.72,14,Medium,0.82,0.19,3
T1212,78,13,4,57035.82,12,Low,0.65,0.58,4
T1213,32,11,3,87925.32,7,High,0.91,0.32,4
T1214,46,17,1,56229.49,24,High,0.62,0.16,0
T1215,16,13,4,96019.31,3,Low,0.61,0.44,3
T1216,68,6,9,5820.79,9,Low,0.66,0.54,0
T1217,37,17,6,10702.76,18,Medium,0.8,0.36,2
T1218,54,13,6,5362.52,17,High,0.97,0.68,1
T1219,85,19,1,19342.41,4,High,0.26,0.62,2
T1220,14,19,2,54585.74,29,High,0.24,0.37,2
T1221,55,10,6,64911.65,18,Medium,0.95,0.7,4
T1222,48,3,2,5512.93,25,Medium,0.62,0.62,2
T1223,82,14,3,94651.12,22,Low,0.69,0.61,3
T1224,7,19,4,84374.37,26,Low,0.59,0.54,2
T1225,74,5,5,30364.64,21,Low,0.27,0.11,3
T1226,7,5,9,8641.57,15,Medium,0.81,0.66,0
T1227,33,17,4,17818.82,0,Medium,0.8,0.4,4
T1228,23,10,9,13567.5,11,Medium,0.45,0.85,3
T1229,85,5,3,13205.09,23,Low,0.44,0.75,2
T1230,19,4,8,52337.61,1,Medium,0.87,0.57,4
T1231,19,6,1,25338.9,20,Low,0.26,0.3,4
T1232,36,4,9,36455.83,24,Low,0.9,0.26,3
T1233,29,7,9,98961.03,7,Medium,0.41,0.37,3
T1234,60,7,2,68747.11,17,Medium,0.67,0.48,1
T1235,82,18,4,94949.09,24,High,0.95,0.34,1
T1236,2,3,8,15113.1,15,Low,0.74,0.51,4
T1237,1,1,7,38831.81,4,Low,0.53,0.23,1
T1238,47,4,1,55918.45,25,Low,0.75,0.88,2
T1239,69,6,5,8599.05,29,Low,0.48,0.19,0
T1240,20,9,7,1414.56,21,High,0.42,0.85,4
T1241,11,14,4,67373.0,12,Medium,1.0,0.83,0
T1242,2,12,1,64540.13,18,High,0.8,0.52,1
T1243,67,4,9,41668.09,28,Low,0.72,0.68,3
T1244,87,12,5,49474.76,2,High,0.48,0.45,4
T1245,12,10,2,42128.86,25,Low,0.24,0.6,1
T1246,20,7,8,3376.5,7,High,0.22,0.37,2
T1247,5,3,2,34201.79,26,Low,0.64,0.34,4
T1248,37,14,3,18531.14,25,Low,0.81,0.56,4
T1249,38,10,1,10743.99,25,Medium,0.63,0.5,3
T1250,9,16,2,95715.32,11,High,0.87,0.56,4
T1251,53,16,7,60336.61,1,Low,0.23,0.33,3
T1252,44,10,2,73136.97,10,Low,0.49,0.39,1
T1253,86,13,6,32221.01,11,High,0.39,0.17,2
T1254,24,6,3,39921.57,27,Low,0.56,0.14,2
T1255,81,12,4,24455.48,17,Low,0.26,0.3,4
T1256,74,9,8,10599.6,12,Low,0.96,0.16,4
T1257,30,13,3,18724.13,4,Low,0.38,0.18,1
T1258,59,4,6,79953.89,21,High,0.94,0.75,3
T1259,87,11,1,68077.03,11,Medium,0.54,0.13,2
T1260,81,18,7,55145.96,1,Medium,0.99,0.63,3
T1261,81,11,8,48033.9,4,High,0.64,0.32,1
T1262,14,4,8,92320.99,6,Low,0.94,0.8,2
T1263,9,18,3,8200.76,25,Low,0.2,0.49,2
T1264,40,1,1,28779.48,25,Low,0.8,0.34,0
T1265,66,7,9,35643.85,23,Low,0.92,0.51,1
T1266,25,6,6,78460.16,11,Low,0.31,0.41,1
T1267,73,15,9,99258.95,15,High,0.28,0.55,0
T1268,22,18,7,24826.38,22,Medium,0.54,0.19,3
T1269,4,11,1,87556.43,7,Low,0.95,0.9,0
T1270,26,15,1,83231.65,29,Medium,0.63,0.44,1
T1271,58,16,6,23241.08,27,Medium,0.62,0.38,3
T1272,29,7,5,40533.93,8,High,0.31,0.67,2
T1273,87,10,9,41557.61,14,High,0.2,0.39,0
T1274,37,12,2,97843.85,4,Medium,0.85,0.77,3
T1275,75,14,8,18908.3,12,Medium,0.27,0.46,3
T1276,70,5,5,80116.64,4,Medium,0.71,0.68,3
T1277,18,18,2,34085.08,10,Medium,0.93,0.19,0
T1278,85,5,6,73356.16,9,Low,0.37,0.78,2
T1279,42,3,8,42581.09,19,Low,0.73,0.69,3
T1280,41,5,4,58257.62,12,Medium,0.26,0.27,0
T1281,38,17,2,83428.57,8,Low,0.68,0.22,1
T1282,34,19,5,80612.39,20,Low,0.33,0.35,0
T1283,17,19,2,86775.9,13,Medium,0.79,0.88,0
T1284,37,12,2,6902.12,17,Low,0.44,0.31,0
T1285,25,9,6,69513.0,14,Medium,0.57,0.46,3
T1286,76,1,9,14858.75,9,Medium,0.68,0.12,0
T1287,87,18,4,42166.04,23,High,0.34,0.42,1
T1288,86,4,6,55310.25,6,Low,0.79,0.56,3
T1289,85,10,7,40871.21,7,Low,0.44,0.86,1
T1290,27,7,6,52441.56,27,Medium,0.73,0.51,4
T1291,57,1,8,99656.1,2,High,0.33,0.76,0
T1292,31,17,4,14386.51,14,High,0.75,0.54,3
T1293,6,2,1,67870.15,15,Low,0.3,0.13,3
T1294,40,11,7,40204.1,3,Low,0.54,0.35,0
T1295,12,9,3,14167.97,20,High,0.4,0.56,2
T1296,53,7,6,16714.94,5,Low,0.8,0.86,2
T1297,71,17,2,94978.04,0,Medium,0.41,0.79,1
T1298,10,17,9,88080.55,3,Low,0.91,0.28,0
T1299,45,2,1,90797.15,10,Low,0.91,0.28,0
T1300,17,6,6,99161.74,11,Low,0.36,0.26,4
